event_id,player_id,ts,amount,transactions
56375,4VN,2021-12-05 00:00:00,559.56,3.0
56397,4VN,2021-12-05 22:00:00,273.23,9.0
56407,4VN,2021-12-06 08:00:00,174.66,9.0
56423,4VN,2021-12-07 00:00:00,598.39,6.0
56443,4VN,2021-12-07 20:00:00,150.65,1.0
56451,4VN,2021-12-08 04:00:00,804.07,9.0
56461,4VN,2021-12-08 14:00:00,258.28,3.0
56468,4VN,2021-12-08 21:00:00,508.95,9.0
56471,4VN,2021-12-09 00:00:00,576.1,7.0
56482,4VN,2021-12-09 11:00:00,170.26,3.0
56483,4VN,2021-12-09 12:00:00,34.62,5.0
56492,4VN,2021-12-09 21:00:00,477.02,1.0
56505,4VN,2021-12-10 10:00:00,453.09,6.0
56508,4VN,2021-12-10 13:00:00,149.1,7.0
56511,4VN,2021-12-10 16:00:00,871.81,6.0
56544,4VN,2021-12-12 01:00:00,584.94,10.0
56565,4VN,2021-12-12 22:00:00,409.73,1.0
56587,4VN,2021-12-13 20:00:00,36.6,9.0
56611,4VN,2021-12-14 20:00:00,110.36,6.0
56620,4WA,2021-12-01 04:00:00,221.21,4.0
56626,4WA,2021-12-01 10:00:00,656.16,5.0
56642,4WA,2021-12-02 02:00:00,169.0,2.0
56643,4WA,2021-12-02 03:00:00,217.65,3.0
56652,4WA,2021-12-02 12:00:00,299.06,8.0
56670,4WA,2021-12-03 06:00:00,30.71,9.0
56673,4WA,2021-12-03 09:00:00,856.56,3.0
56688,4WA,2021-12-04 00:00:00,766.42,4.0
56703,4WA,2021-12-04 15:00:00,711.95,6.0
56710,4WA,2021-12-04 22:00:00,486.84,7.0
56729,4WA,2021-12-05 17:00:00,886.98,5.0
56737,4WA,2021-12-06 01:00:00,294.53,7.0
56739,4WA,2021-12-06 03:00:00,71.62,7.0
56746,4WA,2021-12-06 10:00:00,514.41,8.0
56762,4WA,2021-12-07 02:00:00,243.4,3.0
56780,4WA,2021-12-07 20:00:00,819.08,3.0
56784,4WA,2021-12-08 00:00:00,527.6,2.0
56803,4WA,2021-12-08 19:00:00,470.64,10.0
56811,4WA,2021-12-09 03:00:00,935.14,8.0
56815,4WA,2021-12-09 07:00:00,36.83,4.0
56819,4WA,2021-12-09 11:00:00,76.33,4.0
56820,4WA,2021-12-09 12:00:00,117.76,3.0
56822,4WA,2021-12-09 14:00:00,185.97,6.0
56823,4WA,2021-12-09 15:00:00,664.72,4.0
56830,4WA,2021-12-09 22:00:00,679.06,6.0
56835,4WA,2021-12-10 03:00:00,743.33,7.0
56845,4WA,2021-12-10 13:00:00,52.1,5.0
56848,4WA,2021-12-10 16:00:00,396.15,2.0
56851,4WA,2021-12-10 19:00:00,262.43,5.0
56866,4WA,2021-12-11 10:00:00,441.67,8.0
56876,4WA,2021-12-11 20:00:00,226.64,3.0
56886,4WA,2021-12-12 06:00:00,517.68,8.0
56887,4WA,2021-12-12 07:00:00,213.29,3.0
56889,4WA,2021-12-12 09:00:00,180.02,1.0
56893,4WA,2021-12-12 13:00:00,143.03,9.0
56903,4WA,2021-12-12 23:00:00,310.15,6.0
56922,4WA,2021-12-13 18:00:00,581.76,2.0
56923,4WA,2021-12-13 19:00:00,388.48,2.0
56932,4WA,2021-12-14 04:00:00,720.1,3.0
56935,4WA,2021-12-14 07:00:00,40.51,3.0
56945,4WA,2021-12-14 17:00:00,437.07,3.0
57010,4X3,2021-12-03 09:00:00,580.29,8.0
57023,4X3,2021-12-03 22:00:00,467.98,7.0
57036,4X3,2021-12-04 11:00:00,327.11,2.0
57040,4X3,2021-12-04 15:00:00,929.56,8.0
57049,4X3,2021-12-05 00:00:00,241.88,9.0
57076,4X3,2021-12-06 03:00:00,851.18,9.0
57109,4X3,2021-12-07 12:00:00,397.9,8.0
57121,4X3,2021-12-08 00:00:00,381.97,6.0
57142,4X3,2021-12-08 21:00:00,17.5,10.0
57157,4X3,2021-12-09 12:00:00,661.75,2.0
57158,4X3,2021-12-09 13:00:00,731.86,3.0
57173,4X3,2021-12-10 04:00:00,373.52,5.0
57189,4X3,2021-12-10 20:00:00,828.09,7.0
57206,4X3,2021-12-11 13:00:00,745.02,3.0
57217,4X3,2021-12-12 00:00:00,58.17,10.0
57231,4X3,2021-12-12 14:00:00,413.78,1.0
57245,4X3,2021-12-13 04:00:00,14.92,4.0
57257,4X3,2021-12-13 16:00:00,216.92,4.0
57258,4X3,2021-12-13 17:00:00,923.99,9.0
57261,4X3,2021-12-13 20:00:00,384.43,5.0
57270,4X3,2021-12-14 05:00:00,965.55,4.0
57282,4X3,2021-12-14 17:00:00,841.57,4.0
57309,4X8,2021-12-01 19:00:00,755.45,1.0
57314,4X8,2021-12-02 00:00:00,246.5,6.0
57316,4X8,2021-12-02 02:00:00,61.86,6.0
57318,4X8,2021-12-02 04:00:00,563.41,7.0
57321,4X8,2021-12-02 07:00:00,313.12,8.0
57323,4X8,2021-12-02 09:00:00,909.83,3.0
57325,4X8,2021-12-02 11:00:00,131.16,3.0
57332,4X8,2021-12-02 18:00:00,966.87,6.0
57336,4X8,2021-12-02 22:00:00,83.91,5.0
57350,4X8,2021-12-03 12:00:00,326.79,2.0
57356,4X8,2021-12-03 18:00:00,967.7,2.0
57358,4X8,2021-12-03 20:00:00,170.27,2.0
57375,4X8,2021-12-04 13:00:00,881.6,8.0
57381,4X8,2021-12-04 19:00:00,528.54,5.0
57385,4X8,2021-12-04 23:00:00,934.56,9.0
57395,4X8,2021-12-05 09:00:00,326.94,7.0
57424,4X8,2021-12-06 14:00:00,774.86,7.0
57433,4X8,2021-12-06 23:00:00,209.14,4.0
57450,4X8,2021-12-07 16:00:00,671.34,8.0
57458,4X8,2021-12-08 00:00:00,671.15,2.0
57467,4X8,2021-12-08 09:00:00,947.11,5.0
57469,4X8,2021-12-08 11:00:00,985.29,10.0
57473,4X8,2021-12-08 15:00:00,262.15,8.0
57494,4X8,2021-12-09 12:00:00,902.64,8.0
57511,4X8,2021-12-10 05:00:00,991.79,3.0
57531,4X8,2021-12-11 01:00:00,803.02,4.0
57535,4X8,2021-12-11 05:00:00,309.28,10.0
57542,4X8,2021-12-11 12:00:00,113.42,5.0
57544,4X8,2021-12-11 14:00:00,36.74,4.0
57547,4X8,2021-12-11 17:00:00,365.8,7.0
57548,4X8,2021-12-11 18:00:00,932.11,4.0
57555,4X8,2021-12-12 01:00:00,601.79,7.0
57562,4X8,2021-12-12 08:00:00,403.36,8.0
57564,4X8,2021-12-12 10:00:00,226.23,2.0
57565,4X8,2021-12-12 11:00:00,267.09,4.0
57576,4X8,2021-12-12 22:00:00,768.07,6.0
57585,4X8,2021-12-13 07:00:00,675.5,9.0
57593,4X8,2021-12-13 15:00:00,130.6,1.0
57616,4X8,2021-12-14 14:00:00,44.37,6.0
57620,4X8,2021-12-14 18:00:00,108.96,7.0
57648,4YD,2021-12-01 21:00:00,879.7,8.0
57651,4YD,2021-12-02 00:00:00,829.41,8.0
57652,4YD,2021-12-02 01:00:00,338.33,7.0
57661,4YD,2021-12-02 10:00:00,163.87,3.0
57682,4YD,2021-12-03 07:00:00,742.74,10.0
57703,4YD,2021-12-04 04:00:00,372.24,4.0
57705,4YD,2021-12-04 06:00:00,456.65,5.0
57723,4YD,2021-12-05 00:00:00,678.49,4.0
57724,4YD,2021-12-05 01:00:00,700.44,2.0
57729,4YD,2021-12-05 06:00:00,387.36,4.0
57739,4YD,2021-12-05 16:00:00,399.71,1.0
57759,4YD,2021-12-06 12:00:00,795.82,2.0
57764,4YD,2021-12-06 17:00:00,458.1,7.0
57768,4YD,2021-12-06 21:00:00,258.87,9.0
57772,4YD,2021-12-07 01:00:00,723.39,9.0
57794,4YD,2021-12-07 23:00:00,914.77,7.0
57797,4YD,2021-12-08 02:00:00,962.04,3.0
57805,4YD,2021-12-08 10:00:00,795.77,3.0
57806,4YD,2021-12-08 11:00:00,128.13,3.0
57812,4YD,2021-12-08 17:00:00,426.25,1.0
57818,4YD,2021-12-08 23:00:00,178.75,8.0
57822,4YD,2021-12-09 03:00:00,413.38,2.0
57839,4YD,2021-12-09 20:00:00,494.8,6.0
57844,4YD,2021-12-10 01:00:00,305.85,6.0
57851,4YD,2021-12-10 08:00:00,886.46,5.0
57877,4YD,2021-12-11 10:00:00,953.55,1.0
57880,4YD,2021-12-11 13:00:00,511.62,7.0
57881,4YD,2021-12-11 14:00:00,724.92,3.0
57891,4YD,2021-12-12 00:00:00,911.51,3.0
57896,4YD,2021-12-12 05:00:00,846.98,7.0
57908,4YD,2021-12-12 17:00:00,869.63,3.0
57909,4YD,2021-12-12 18:00:00,468.56,8.0
57926,4YD,2021-12-13 11:00:00,452.45,2.0
57928,4YD,2021-12-13 13:00:00,794.53,6.0
57966,4YQ,2021-12-01 02:00:00,899.95,9.0
57978,4YQ,2021-12-01 14:00:00,21.34,2.0
57979,4YQ,2021-12-01 15:00:00,830.76,5.0
57984,4YQ,2021-12-01 20:00:00,20.65,10.0
57994,4YQ,2021-12-02 06:00:00,41.41,8.0
58004,4YQ,2021-12-02 16:00:00,532.24,3.0
58006,4YQ,2021-12-02 18:00:00,36.4,6.0
58007,4YQ,2021-12-02 19:00:00,766.17,3.0
58012,4YQ,2021-12-03 00:00:00,998.48,7.0
58014,4YQ,2021-12-03 02:00:00,378.14,4.0
58023,4YQ,2021-12-03 11:00:00,754.74,6.0
58025,4YQ,2021-12-03 13:00:00,297.48,9.0
58034,4YQ,2021-12-03 22:00:00,967.76,9.0
58050,4YQ,2021-12-04 14:00:00,829.73,3.0
58056,4YQ,2021-12-04 20:00:00,310.8,2.0
58062,4YQ,2021-12-05 02:00:00,401.82,1.0
58069,4YQ,2021-12-05 09:00:00,904.48,2.0
58073,4YQ,2021-12-05 13:00:00,309.37,2.0
58084,4YQ,2021-12-06 00:00:00,766.27,6.0
58109,4YQ,2021-12-07 01:00:00,61.62,2.0
58113,4YQ,2021-12-07 05:00:00,220.43,10.0
58125,4YQ,2021-12-07 17:00:00,660.09,1.0
58166,4YQ,2021-12-09 10:00:00,363.89,8.0
58170,4YQ,2021-12-09 14:00:00,161.5,3.0
58181,4YQ,2021-12-10 01:00:00,607.53,2.0
58193,4YQ,2021-12-10 13:00:00,938.44,9.0
58204,4YQ,2021-12-11 00:00:00,900.85,6.0
58217,4YQ,2021-12-11 13:00:00,489.9,2.0
58218,4YQ,2021-12-11 14:00:00,681.91,9.0
58222,4YQ,2021-12-11 18:00:00,506.51,9.0
58234,4YQ,2021-12-12 06:00:00,846.38,2.0
58237,4YQ,2021-12-12 09:00:00,229.31,9.0
58238,4YQ,2021-12-12 10:00:00,613.01,3.0
58241,4YQ,2021-12-12 13:00:00,461.52,3.0
58247,4YQ,2021-12-12 19:00:00,341.66,5.0
58257,4YQ,2021-12-13 05:00:00,992.63,7.0
58260,4YQ,2021-12-13 08:00:00,68.7,3.0
58276,4YQ,2021-12-14 00:00:00,917.52,1.0
58293,4YQ,2021-12-14 17:00:00,706.49,4.0
58299,4YQ,2021-12-14 23:00:00,684.61,1.0
58313,51D,2021-12-01 12:00:00,436.69,8.0
58315,51D,2021-12-01 14:00:00,149.22,8.0
58318,51D,2021-12-01 17:00:00,989.19,7.0
58343,51D,2021-12-02 18:00:00,765.91,2.0
58353,51D,2021-12-03 04:00:00,220.35,2.0
58361,51D,2021-12-03 12:00:00,350.65,7.0
58365,51D,2021-12-03 16:00:00,216.32,10.0
58379,51D,2021-12-04 06:00:00,592.23,7.0
58402,51D,2021-12-05 05:00:00,551.16,9.0
58407,51D,2021-12-05 10:00:00,750.19,3.0
58408,51D,2021-12-05 11:00:00,308.63,4.0
58429,51D,2021-12-06 08:00:00,743.74,6.0
58432,51D,2021-12-06 11:00:00,951.77,10.0
58461,51D,2021-12-07 16:00:00,267.05,8.0
58478,51D,2021-12-08 09:00:00,322.02,4.0
58484,51D,2021-12-08 15:00:00,185.58,8.0
58490,51D,2021-12-08 21:00:00,612.87,2.0
58505,51D,2021-12-09 12:00:00,586.17,7.0
58511,51D,2021-12-09 18:00:00,942.49,4.0
58517,51D,2021-12-10 00:00:00,768.9,1.0
58521,51D,2021-12-10 04:00:00,797.97,6.0
58544,51D,2021-12-11 03:00:00,393.35,9.0
58550,51D,2021-12-11 09:00:00,502.04,4.0
58552,51D,2021-12-11 11:00:00,791.47,2.0
58556,51D,2021-12-11 15:00:00,525.28,8.0
58557,51D,2021-12-11 16:00:00,551.81,1.0
58566,51D,2021-12-12 01:00:00,667.27,2.0
58570,51D,2021-12-12 05:00:00,716.86,5.0
58573,51D,2021-12-12 08:00:00,981.88,4.0
58575,51D,2021-12-12 10:00:00,84.39,7.0
58584,51D,2021-12-12 19:00:00,223.56,4.0
58587,51D,2021-12-12 22:00:00,97.5,9.0
58594,51D,2021-12-13 05:00:00,396.04,5.0
58602,51D,2021-12-13 13:00:00,569.17,5.0
58607,51D,2021-12-13 18:00:00,187.34,9.0
58608,51D,2021-12-13 19:00:00,911.8,3.0
58615,51D,2021-12-14 02:00:00,157.64,9.0
58621,51D,2021-12-14 08:00:00,114.02,4.0
58630,51D,2021-12-14 17:00:00,975.3,9.0
58632,51D,2021-12-14 19:00:00,774.3,9.0
58633,51D,2021-12-14 20:00:00,894.16,6.0
58634,51D,2021-12-14 21:00:00,326.72,2.0
58640,51W,2021-12-01 02:00:00,919.85,2.0
58645,51W,2021-12-01 07:00:00,822.87,2.0
58648,51W,2021-12-01 10:00:00,681.54,5.0
58650,51W,2021-12-01 12:00:00,166.73,7.0
58659,51W,2021-12-01 21:00:00,744.55,7.0
58667,51W,2021-12-02 05:00:00,338.7,8.0
58672,51W,2021-12-02 10:00:00,182.85,10.0
58683,51W,2021-12-02 21:00:00,358.23,9.0
58690,51W,2021-12-03 04:00:00,592.95,8.0
58698,51W,2021-12-03 12:00:00,672.29,3.0
58701,51W,2021-12-03 15:00:00,472.65,6.0
58702,51W,2021-12-03 16:00:00,264.35,6.0
58707,51W,2021-12-03 21:00:00,247.62,3.0
58714,51W,2021-12-04 04:00:00,40.0,10.0
58727,51W,2021-12-04 17:00:00,946.24,2.0
58746,51W,2021-12-05 12:00:00,347.55,2.0
58758,51W,2021-12-06 00:00:00,134.74,4.0
58767,51W,2021-12-06 09:00:00,900.06,4.0
58780,51W,2021-12-06 22:00:00,652.82,4.0
58784,51W,2021-12-07 02:00:00,699.74,3.0
58793,51W,2021-12-07 11:00:00,897.71,4.0
58820,51W,2021-12-08 14:00:00,590.81,8.0
58831,51W,2021-12-09 01:00:00,703.67,3.0
58856,51W,2021-12-10 02:00:00,800.9,4.0
58870,51W,2021-12-10 16:00:00,786.89,3.0
58886,51W,2021-12-11 08:00:00,996.79,6.0
58887,51W,2021-12-11 09:00:00,239.7,2.0
58893,51W,2021-12-11 15:00:00,972.02,9.0
58912,51W,2021-12-12 10:00:00,317.16,8.0
58918,51W,2021-12-12 16:00:00,478.38,4.0
58932,51W,2021-12-13 06:00:00,780.17,7.0
58935,51W,2021-12-13 09:00:00,247.61,2.0
58940,51W,2021-12-13 14:00:00,978.6,8.0
58944,51W,2021-12-13 18:00:00,504.14,7.0
58953,51W,2021-12-14 03:00:00,46.94,8.0
58962,51W,2021-12-14 12:00:00,237.5,4.0
58963,51W,2021-12-14 13:00:00,850.34,6.0
58980,52T,2021-12-01 05:00:00,54.33,4.0
58984,52T,2021-12-01 09:00:00,643.3,6.0
58999,52T,2021-12-02 00:00:00,998.33,9.0
59003,52T,2021-12-02 04:00:00,836.25,4.0
59037,52T,2021-12-03 14:00:00,489.11,2.0
59038,52T,2021-12-03 15:00:00,399.71,9.0
59047,52T,2021-12-04 00:00:00,558.1,6.0
59063,52T,2021-12-04 16:00:00,314.55,6.0
59073,52T,2021-12-05 02:00:00,930.33,7.0
59074,52T,2021-12-05 03:00:00,263.45,1.0
59081,52T,2021-12-05 10:00:00,459.94,7.0
59092,52T,2021-12-05 21:00:00,276.78,4.0
59130,52T,2021-12-07 11:00:00,579.1,6.0
59159,52T,2021-12-08 16:00:00,526.15,4.0
59163,52T,2021-12-08 20:00:00,863.69,8.0
59167,52T,2021-12-09 00:00:00,867.16,9.0
59172,52T,2021-12-09 05:00:00,130.52,7.0
59181,52T,2021-12-09 14:00:00,661.3,9.0
59192,52T,2021-12-10 01:00:00,231.31,8.0
59216,52T,2021-12-11 01:00:00,759.09,2.0
59217,52T,2021-12-11 02:00:00,136.77,2.0
59220,52T,2021-12-11 05:00:00,65.65,9.0
59222,52T,2021-12-11 07:00:00,806.54,1.0
59232,52T,2021-12-11 17:00:00,408.86,2.0
59239,52T,2021-12-12 00:00:00,601.74,5.0
59252,52T,2021-12-12 13:00:00,519.54,3.0
59256,52T,2021-12-12 17:00:00,436.29,3.0
59263,52T,2021-12-13 00:00:00,807.21,4.0
59276,52T,2021-12-13 13:00:00,380.35,5.0
59282,52T,2021-12-13 19:00:00,117.11,7.0
59283,52T,2021-12-13 20:00:00,109.04,9.0
59354,533,2021-12-02 18:00:00,654.11,4.0
59365,533,2021-12-03 05:00:00,697.16,7.0
59366,533,2021-12-03 06:00:00,696.5,10.0
59367,533,2021-12-03 07:00:00,797.6,7.0
59389,533,2021-12-04 05:00:00,665.02,5.0
59407,533,2021-12-04 23:00:00,241.71,9.0
59412,533,2021-12-05 04:00:00,436.08,7.0
59429,533,2021-12-05 21:00:00,763.74,5.0
59431,533,2021-12-05 23:00:00,50.41,8.0
59440,533,2021-12-06 08:00:00,777.85,3.0
59441,533,2021-12-06 09:00:00,918.19,9.0
59449,533,2021-12-06 17:00:00,278.7,7.0
59452,533,2021-12-06 20:00:00,582.97,3.0
59461,533,2021-12-07 05:00:00,612.77,2.0
59462,533,2021-12-07 06:00:00,634.04,3.0
59473,533,2021-12-07 17:00:00,939.43,6.0
59480,533,2021-12-08 00:00:00,181.0,8.0
59489,533,2021-12-08 09:00:00,465.66,6.0
59503,533,2021-12-08 23:00:00,988.39,7.0
59527,533,2021-12-09 23:00:00,659.3,3.0
59569,533,2021-12-11 17:00:00,129.45,5.0
59606,533,2021-12-13 06:00:00,670.78,6.0
59636,533,2021-12-14 12:00:00,203.69,4.0
59645,533,2021-12-14 21:00:00,30.63,4.0
59655,53Q,2021-12-01 06:00:00,440.73,4.0
59656,53Q,2021-12-01 07:00:00,537.83,9.0
59661,53Q,2021-12-01 12:00:00,367.53,3.0
59664,53Q,2021-12-01 15:00:00,56.05,7.0
59666,53Q,2021-12-01 17:00:00,877.88,9.0
59677,53Q,2021-12-02 04:00:00,209.25,2.0
59683,53Q,2021-12-02 10:00:00,763.87,5.0
59686,53Q,2021-12-02 13:00:00,200.46,4.0
59688,53Q,2021-12-02 15:00:00,363.46,1.0
59693,53Q,2021-12-02 20:00:00,227.34,2.0
59701,53Q,2021-12-03 04:00:00,295.65,10.0
59707,53Q,2021-12-03 10:00:00,59.96,3.0
59748,53Q,2021-12-05 03:00:00,18.59,10.0
59752,53Q,2021-12-05 07:00:00,163.8,5.0
59771,53Q,2021-12-06 02:00:00,618.32,1.0
59784,53Q,2021-12-06 15:00:00,960.93,5.0
59796,53Q,2021-12-07 03:00:00,901.6,7.0
59808,53Q,2021-12-07 15:00:00,888.98,5.0
59812,53Q,2021-12-07 19:00:00,722.5,1.0
59823,53Q,2021-12-08 06:00:00,441.83,3.0
59827,53Q,2021-12-08 10:00:00,212.84,4.0
59835,53Q,2021-12-08 18:00:00,450.87,8.0
59837,53Q,2021-12-08 20:00:00,449.87,1.0
59861,53Q,2021-12-09 20:00:00,437.51,5.0
59879,53Q,2021-12-10 14:00:00,423.77,8.0
59887,53Q,2021-12-10 22:00:00,74.17,4.0
59892,53Q,2021-12-11 03:00:00,722.0,8.0
59899,53Q,2021-12-11 10:00:00,468.67,6.0
59901,53Q,2021-12-11 12:00:00,802.32,8.0
59909,53Q,2021-12-11 20:00:00,559.21,3.0
59922,53Q,2021-12-12 09:00:00,440.48,8.0
59928,53Q,2021-12-12 15:00:00,885.76,8.0
59931,53Q,2021-12-12 18:00:00,81.95,5.0
59933,53Q,2021-12-12 20:00:00,773.61,3.0
59935,53Q,2021-12-12 22:00:00,41.18,5.0
59944,53Q,2021-12-13 07:00:00,405.44,2.0
59982,53Q,2021-12-14 21:00:00,204.13,4.0
59996,55U,2021-12-01 10:00:00,265.07,8.0
60022,55U,2021-12-02 12:00:00,204.88,6.0
60027,55U,2021-12-02 17:00:00,447.73,2.0
60030,55U,2021-12-02 20:00:00,195.31,6.0
60058,55U,2021-12-04 00:00:00,208.35,4.0
60062,55U,2021-12-04 04:00:00,304.89,3.0
60104,55U,2021-12-05 22:00:00,512.41,10.0
60120,55U,2021-12-06 14:00:00,187.48,6.0
60128,55U,2021-12-06 22:00:00,793.68,4.0
60144,55U,2021-12-07 14:00:00,916.96,4.0
60145,55U,2021-12-07 15:00:00,785.85,4.0
60146,55U,2021-12-07 16:00:00,576.27,4.0
60149,55U,2021-12-07 19:00:00,517.32,8.0
60156,55U,2021-12-08 02:00:00,788.14,9.0
60200,55U,2021-12-09 22:00:00,709.57,4.0
60201,55U,2021-12-09 23:00:00,385.05,2.0
60202,55U,2021-12-10 00:00:00,112.0,2.0
60224,55U,2021-12-10 22:00:00,53.25,2.0
60226,55U,2021-12-11 00:00:00,297.73,4.0
60250,55U,2021-12-12 00:00:00,166.41,7.0
60257,55U,2021-12-12 07:00:00,963.88,3.0
60260,55U,2021-12-12 10:00:00,346.55,1.0
60266,55U,2021-12-12 16:00:00,205.73,5.0
60275,55U,2021-12-13 01:00:00,438.24,6.0
60276,55U,2021-12-13 02:00:00,148.51,9.0
60285,55U,2021-12-13 11:00:00,733.29,4.0
60292,55U,2021-12-13 18:00:00,719.92,4.0
60297,55U,2021-12-13 23:00:00,815.66,9.0
60302,55U,2021-12-14 04:00:00,602.52,7.0
60303,55U,2021-12-14 05:00:00,412.25,5.0
60304,55U,2021-12-14 06:00:00,709.74,4.0
60309,55U,2021-12-14 11:00:00,481.5,10.0
60325,56Q,2021-12-01 02:00:00,874.24,7.0
60326,56Q,2021-12-01 03:00:00,160.47,3.0
60340,56Q,2021-12-01 17:00:00,766.96,8.0
60364,56Q,2021-12-02 17:00:00,891.48,8.0
60371,56Q,2021-12-03 00:00:00,797.58,7.0
60390,56Q,2021-12-03 19:00:00,637.44,9.0
60398,56Q,2021-12-04 03:00:00,855.4,9.0
60412,56Q,2021-12-04 17:00:00,262.33,9.0
60415,56Q,2021-12-04 20:00:00,381.42,9.0
60421,56Q,2021-12-05 02:00:00,615.2,8.0
60428,56Q,2021-12-05 09:00:00,723.74,1.0
60430,56Q,2021-12-05 11:00:00,265.18,2.0
60431,56Q,2021-12-05 12:00:00,350.93,1.0
60434,56Q,2021-12-05 15:00:00,664.46,4.0
60436,56Q,2021-12-05 17:00:00,331.07,9.0
60437,56Q,2021-12-05 18:00:00,439.53,8.0
60442,56Q,2021-12-05 23:00:00,778.13,10.0
60448,56Q,2021-12-06 05:00:00,349.99,9.0
60453,56Q,2021-12-06 10:00:00,500.03,5.0
60455,56Q,2021-12-06 12:00:00,791.24,4.0
60469,56Q,2021-12-07 02:00:00,310.35,4.0
60490,56Q,2021-12-07 23:00:00,661.32,8.0
60496,56Q,2021-12-08 05:00:00,324.01,7.0
60511,56Q,2021-12-08 20:00:00,305.63,9.0
60521,56Q,2021-12-09 06:00:00,296.89,7.0
60524,56Q,2021-12-09 09:00:00,875.21,2.0
60525,56Q,2021-12-09 10:00:00,479.71,8.0
60530,56Q,2021-12-09 15:00:00,908.48,7.0
60535,56Q,2021-12-09 20:00:00,185.97,5.0
60536,56Q,2021-12-09 21:00:00,21.29,6.0
60537,56Q,2021-12-09 22:00:00,333.71,5.0
60563,56Q,2021-12-11 00:00:00,595.92,8.0
60578,56Q,2021-12-11 15:00:00,682.32,5.0
60583,56Q,2021-12-11 20:00:00,60.7,4.0
60588,56Q,2021-12-12 01:00:00,150.11,8.0
60604,56Q,2021-12-12 17:00:00,213.81,5.0
60611,56Q,2021-12-13 00:00:00,470.51,2.0
60621,56Q,2021-12-13 10:00:00,750.58,6.0
60639,56Q,2021-12-14 04:00:00,82.41,7.0
60647,56Q,2021-12-14 12:00:00,546.19,9.0
60654,56Q,2021-12-14 19:00:00,798.12,4.0
60667,5AF,2021-12-01 07:00:00,604.6,2.0
60672,5AF,2021-12-01 12:00:00,224.19,6.0
60682,5AF,2021-12-01 22:00:00,217.95,5.0
60702,5AF,2021-12-02 18:00:00,125.86,8.0
60716,5AF,2021-12-03 08:00:00,268.6,2.0
60717,5AF,2021-12-03 09:00:00,595.71,3.0
60728,5AF,2021-12-03 20:00:00,594.25,2.0
60730,5AF,2021-12-03 22:00:00,444.98,7.0
60739,5AF,2021-12-04 07:00:00,361.46,2.0
60748,5AF,2021-12-04 16:00:00,63.49,9.0
60751,5AF,2021-12-04 19:00:00,570.63,8.0
60768,5AF,2021-12-05 12:00:00,383.01,8.0
60772,5AF,2021-12-05 16:00:00,565.71,4.0
60776,5AF,2021-12-05 20:00:00,108.81,7.0
60780,5AF,2021-12-06 00:00:00,412.25,4.0
60788,5AF,2021-12-06 08:00:00,628.19,2.0
60805,5AF,2021-12-07 01:00:00,589.55,9.0
60806,5AF,2021-12-07 02:00:00,422.38,4.0
60817,5AF,2021-12-07 13:00:00,57.91,4.0
60822,5AF,2021-12-07 18:00:00,39.58,9.0
60840,5AF,2021-12-08 12:00:00,48.76,4.0
60855,5AF,2021-12-09 03:00:00,35.06,10.0
60860,5AF,2021-12-09 08:00:00,933.12,1.0
60871,5AF,2021-12-09 19:00:00,461.21,5.0
60874,5AF,2021-12-09 22:00:00,55.29,2.0
60876,5AF,2021-12-10 00:00:00,122.53,6.0
60882,5AF,2021-12-10 06:00:00,873.12,2.0
60898,5AF,2021-12-10 22:00:00,594.33,4.0
60903,5AF,2021-12-11 03:00:00,373.38,4.0
60906,5AF,2021-12-11 06:00:00,144.56,1.0
60908,5AF,2021-12-11 08:00:00,909.81,5.0
60909,5AF,2021-12-11 09:00:00,860.76,4.0
60914,5AF,2021-12-11 14:00:00,292.58,5.0
60916,5AF,2021-12-11 16:00:00,246.53,8.0
60919,5AF,2021-12-11 19:00:00,316.16,8.0
60923,5AF,2021-12-11 23:00:00,586.98,4.0
60930,5AF,2021-12-12 06:00:00,290.89,2.0
60932,5AF,2021-12-12 08:00:00,534.64,3.0
60936,5AF,2021-12-12 12:00:00,94.72,8.0
60951,5AF,2021-12-13 03:00:00,408.95,8.0
60956,5AF,2021-12-13 08:00:00,964.97,6.0
60957,5AF,2021-12-13 09:00:00,792.92,4.0
60958,5AF,2021-12-13 10:00:00,875.08,2.0
60981,5AF,2021-12-14 09:00:00,158.34,3.0
60987,5AF,2021-12-14 15:00:00,617.8,3.0
60989,5AF,2021-12-14 17:00:00,504.83,10.0
60993,5AF,2021-12-14 21:00:00,216.57,1.0
60996,5AF,2021-12-15 00:00:00,73.85,6.0
60998,5AK,2021-12-01 01:00:00,590.26,7.0
61010,5AK,2021-12-01 13:00:00,561.53,6.0
61013,5AK,2021-12-01 16:00:00,866.93,8.0
61022,5AK,2021-12-02 01:00:00,50.3,2.0
61037,5AK,2021-12-02 16:00:00,40.23,6.0
61056,5AK,2021-12-03 11:00:00,689.28,5.0
61062,5AK,2021-12-03 17:00:00,453.22,6.0
61075,5AK,2021-12-04 06:00:00,363.5,3.0
61076,5AK,2021-12-04 07:00:00,925.19,3.0
61084,5AK,2021-12-04 15:00:00,645.23,9.0
61097,5AK,2021-12-05 04:00:00,184.92,5.0
61098,5AK,2021-12-05 05:00:00,217.4,5.0
61100,5AK,2021-12-05 07:00:00,979.81,9.0
61108,5AK,2021-12-05 15:00:00,508.49,7.0
61114,5AK,2021-12-05 21:00:00,493.22,6.0
61137,5AK,2021-12-06 20:00:00,149.45,9.0
